ProductID;ProductName;Price;CategoryID;Class;ModifyDate;Resistant;IsAllergic;VitalityDays;CategoryName
48;Pecan Raisin - Tarts;60,3625;7;Low;11/26/2017 3:31;Unknown;Unknown;114;Meat
55;Cinnamon Buns Sticky;6,6182;3;High;03/05/2018 8:20;Unknown;False;85;Cereals
58;Dc Hikiage Hira Huba;20,1009;7;Low;10/24/2017 4:35;Durable;Unknown;91;Meat
61;Sardines;62,546;8;Low;12/03/2017 21:41;Durable;False;90;Grain
62;Pears - Bosc;19,5217;1;Medium;09/09/2017 10:50;Unknown;Unknown;13;Confections
68;Beets - Candy Cane, Organic;84,8769;6;High;09/04/2017 3:43;Durable;False;72;Seafood
74;Carbonated Water - Cherry;13,6241;7;Medium;04/26/2018 19:34;Durable;False;26;Meat
75;Chef Hat 20cm;4,18;8;High;09/14/2017 19:11;Durable;Unknown;116;Grain
76;Wine - Fume Blanc Fetzer;65,6765;6;Low;02/08/2017 0:20;Durable;False;95;Seafood
79;Pasta - Penne, Rigate, Dry;9,5045;11;High;07/09/2017 10:36;Weak;False;104;Produce
82;Jolt Cola - Electric Blue;56,8099;5;Low;04/12/2018 13:56;Unknown;Unknown;63;Beverages
83;Lamb - Ground;50,8837;1;High;10/22/2017 16:02;Durable;Unknown;116;Confections
93;Bandage - Fexible 1x3;8,119;8;Low;06/20/2017 15:29;Durable;False;11;Grain
94;V8 - Berry Blend;43,5109;9;High;03/15/2018 3:09;Weak;Unknown;108;Poultry
100;Pork - Loin, Bone - In;69,6501;9;Low;03/27/2018 14:26;Durable;Unknown;7;Poultry
101;Soup - Campbells, Lentil;83,011;4;Medium;02/19/2018 2:58;Durable;Unknown;99;Dairy
106;Pickerel - Fillets;18,753;7;High;12/11/2017 5:20;Weak;False;19;Meat
110;Black Currants;40,9417;9;High;01/26/2018 8:00;Durable;Unknown;48;Poultry
113;Ocean Spray - Kiwi Strawberry;10,5964;7;Low;04/17/2017 17:59;Unknown;False;106;Meat
120;Water - Spring Water 500ml;2,7314;2;Medium;06/23/2017 17:44;Durable;Unknown;94;Shell fish
126;Crackers - Trio;14,1914;6;Low;07/23/2017 9:58;Unknown;Unknown;76;Seafood
127;Island Oasis - Mango Daiquiri;54,1413;8;Medium;04/25/2017 21:47;Unknown;False;34;Grain
128;Coffee - Irish Cream;4,6797;2;Medium;07/12/2017 15:43;Durable;Unknown;71;Shell fish
132;Beer - Blue;11,6217;6;High;01/28/2018 3:31;Weak;False;24;Seafood
135;Wiberg Super Cure;10,9641;10;Low;04/25/2018 15:04;Durable;False;61;Snails
140;Oregano - Dry, Rubbed;68,1326;11;High;04/04/2018 19:30;Durable;Unknown;16;Produce
145;Wine - Chardonnay South;34,4139;9;Low;04/18/2017 3:37;Durable;Unknown;27;Poultry
152;Lentils - Red, Dry;58,8128;7;Medium;08/22/2017 1:58;Unknown;Unknown;26;Meat
157;Juice - Cranberry, 341 Ml;14,1082;11;Medium;09/06/2017 3:07;Unknown;False;19;Produce
158;Apricots Fresh;54,4643;4;High;09/18/2017 8:44;Unknown;False;18;Dairy
172;Sherry - Dry;16,0013;5;High;01/31/2017 23:45;Durable;Unknown;72;Beverages
179;Yoghurt Tubes;83,8752;6;Low;06/28/2017 19:04;Durable;Unknown;26;Seafood
182;Campari;25,586;9;Low;05/16/2017 21:30;Weak;False;54;Poultry
185;Foam Dinner Plate;48,4195;6;Low;11/30/2017 3:35;Weak;Unknown;40;Seafood
187;Pepper - Black, Whole;41,3835;3;Medium;10/20/2017 22:26;Durable;False;31;Cereals
188;Cup - Translucent 7 Oz Clear;78,1768;8;High;07/27/2017 20:54;Durable;False;91;Grain
189;Bread - Roll, Soft White Round;76,3021;5;High;07/01/2017 5:29;Unknown;False;16;Beverages
193;Veal - Inside, Choice;60,5314;11;Medium;02/26/2017 23:21;Unknown;False;19;Produce
195;Beets - Mini Golden;3,5208;2;Medium;08/18/2017 11:57;Durable;Unknown;70;Shell fish
198;Lime Cordial - Roses;35,2187;1;Low;04/06/2017 9:08;Durable;False;60;Confections
199;Pork - Hock And Feet Attached;95,7415;10;Medium;12/15/2017 19:25;Weak;Unknown;105;Snails
203;Chicken - Leg, Boneless;59,9557;1;High;09/25/2017 0:08;Weak;Unknown;29;Confections
205;Turkey - Whole, Fresh;18,9757;5;High;01/21/2017 20:24;Weak;False;32;Beverages
208;Mushroom - Trumpet, Dry;8,7335;5;Medium;06/06/2017 8:41;Weak;False;15;Beverages
215;Veal - Brisket, Provimi,bnls;90,1157;7;High;09/10/2017 0:07;Weak;Unknown;92;Meat
228;Sauce - Hollandaise;77,8083;3;High;12/19/2017 11:58;Durable;Unknown;93;Cereals
229;Bread - Hot Dog Buns;57,9838;9;Medium;07/27/2017 8:25;Weak;False;66;Poultry
230;Wine - Cahors Ac 2000, Clos;83,5389;11;Medium;09/01/2017 3:29;Weak;False;75;Produce
237;Mayonnaise - Individual Pkg;65,6303;8;Low;12/29/2017 21:22;Weak;False;94;Grain
242;Thermometer Digital;32,65;9;Low;05/17/2017 13:44;Weak;False;11;Poultry
243;Sun - Dried Tomatoes;45,1883;6;Medium;11/02/2017 21:24;Weak;False;104;Seafood
245;Grouper - Fresh;37,6791;1;Medium;04/04/2018 1:39;Weak;Unknown;111;Confections
246;Ice Cream Bar - Hageen Daz To;48,5371;9;Low;12/10/2017 7:32;Weak;False;96;Poultry
247;Juice - Apple Cider;59,0033;9;High;03/14/2017 8:05;Weak;False;58;Poultry
252;Nantucket - Pomegranate Pear;27,8169;4;Medium;09/28/2017 11:11;Weak;Unknown;83;Dairy
260;Yogurt - Blueberry, 175 Gr;26,8886;7;Low;08/13/2017 16:55;Durable;False;31;Meat
262;Bagel - Plain;36,4605;7;Medium;04/19/2017 7:59;Durable;Unknown;41;Meat
265;Mushroom - Porcini, Dry;13,9292;10;Medium;03/20/2018 5:01;Weak;Unknown;7;Snails
270;Cheese Cloth No 100;4,4216;6;Medium;04/17/2018 23:10;Durable;Unknown;101;Seafood
277;Sea Bass - Whole;55,4964;9;Medium;05/06/2017 10:12;Durable;Unknown;118;Poultry
278;Apricots - Halves;0,3735;11;Medium;11/09/2017 8:22;Weak;False;87;Produce
282;Lemonade - Natural, 591 Ml;56,1506;10;Low;12/16/2017 20:00;Durable;False;88;Snails
285;Cheese - Mix;71,8302;7;Low;03/03/2017 23:49;Unknown;Unknown;107;Meat
286;Beef - Prime Rib Aaa;40,4897;2;Low;03/29/2017 5:18;Durable;False;29;Shell fish
294;Wine - Alsace Gewurztraminer;80,7133;10;Low;02/28/2018 3:09;Weak;Unknown;18;Snails
296;Wine - Valpolicella Masi;31,3545;3;Low;05/07/2018 21:44;Weak;False;90;Cereals
311;Wonton Wrappers;40,206;9;High;12/29/2017 2:11;Weak;Unknown;56;Poultry
313;Veal - Slab Bacon;39,9111;11;High;10/12/2017 15:02;Unknown;Unknown;116;Produce
316;Cheese - Victor Et Berthold;65,9395;11;High;01/05/2018 14:11;Weak;False;94;Produce
318;Ecolab - Solid Fusion;57,261;10;High;01/07/2018 17:46;Unknown;Unknown;76;Snails
323;Extract - Lemon;54,3266;10;High;01/31/2018 23:52;Weak;False;99;Snails
331;Cookies Cereal Nut;67,3505;3;High;12/23/2017 12:34;Durable;Unknown;80;Cereals
335;Oil - Shortening,liqud, Fry;18,4231;9;Low;07/14/2017 8:59;Weak;Unknown;84;Poultry
342;Mangoes;69,5881;1;Medium;03/17/2017 3:07;Unknown;False;51;Confections
344;Sausage - Liver;63,5389;2;Low;08/26/2017 12:32;Unknown;False;114;Shell fish
345;Bread - Calabrese Baguette;98,5978;4;Medium;05/18/2017 14:06;Durable;False;67;Dairy
352;Beef - Tenderlion, Center Cut;24,6393;4;Low;11/06/2017 19:41;Unknown;False;5;Dairy
355;Olives - Stuffed;59,1687;5;Low;04/15/2018 3:12;Durable;False;12;Beverages
377;Wine - Red, Cooking;75,0785;1;Medium;01/22/2017 9:59;Durable;False;7;Confections
379;Smoked Paprika;89,3046;7;High;10/18/2017 7:49;Unknown;False;81;Meat
381;Vaccum Bag 10x13;44,2337;1;High;01/06/2018 22:26;Unknown;Unknown;41;Confections
385;Pork - Back, Short Cut, Boneless;22,7091;10;High;11/11/2017 15:19;Durable;False;97;Snails
387;Fondant - Icing;41,6386;9;High;02/09/2018 3:30;Durable;False;100;Poultry
389;Pomello;62,4447;3;Medium;04/01/2018 21:55;Unknown;Unknown;103;Cereals
397;Juice - Happy Planet;20,8169;1;Medium;11/17/2017 21:38;Weak;False;70;Confections
401;Tart Shells - Sweet, 4;53,3634;8;High;02/03/2017 19:23;Unknown;Unknown;51;Grain
402;Butter - Unsalted;76,3275;5;High;06/27/2017 21:40;Durable;Unknown;6;Beverages
410;Fenngreek Seed;18,356;6;Low;07/20/2017 6:57;Unknown;Unknown;91;Seafood
413;Ice Cream Bar - Oreo Cone;95,4065;3;High;03/25/2018 8:25;Durable;False;5;Cereals
414;Sauerkraut;83,0585;7;Low;01/17/2017 2:35;Durable;Unknown;87;Meat
417;Lamb - Pieces, Diced;43,3781;5;Medium;07/18/2017 19:01;Unknown;Unknown;12;Beverages
422;Garlic - Primerba, Paste;50,2892;5;High;02/22/2017 9:16;Weak;Unknown;60;Beverages
423;Fish - Scallops, Cold Smoked;55,8531;2;Medium;01/21/2018 15:59;Unknown;Unknown;35;Shell fish
430;Milk - 1%;46,2589;2;Low;05/12/2017 4:20;Durable;False;84;Shell fish
431;Muffin Chocolate Individual Wrap;19,9957;10;Medium;03/18/2018 22:36;Weak;False;89;Snails
432;Beer - Original Organic Lager;32,7153;2;High;07/26/2017 18:43;Unknown;False;44;Shell fish
433;Beans - Kidney, Red Dry;39,8762;3;Low;03/14/2018 5:47;Durable;False;11;Cereals
436;Table Cloth 81x81 White;67,9063;7;High;07/13/2017 0:46;Unknown;False;25;Meat
439;Beef - Chuck, Boneless;56,0919;11;Medium;04/09/2017 14:18;Unknown;False;108;Produce
442;Wine - Ej Gallo Sierra Valley;72,9041;6;Medium;12/06/2017 14:42;Unknown;Unknown;106;Seafood
443;Lettuce - Spring Mix;90,0169;2;Low;12/22/2017 11:10;Unknown;False;79;Shell fish
444;Cheese - Cambozola;44,0886;8;Low;09/13/2017 14:58;Durable;Unknown;56;Grain
445;Pastry - Choclate Baked;59,2467;8;High;02/23/2017 12:06;Weak;Unknown;76;Grain
446;Sunflower Seed Raw;49,0452;7;High;02/06/2017 6:06;Unknown;Unknown;18;Meat
5;Artichokes - Jerusalem;65,4771;2;Low;08/16/2017 14:13;Durable;True;27;Shell fish
11;Garbage Bags - Clear;6,2949;9;Low;01/05/2017 21:02;Durable;True;67;Poultry
10;Scampi Tail;95,0957;4;Low;07/30/2017 10:11;Weak;True;105;Dairy
8;Halibut - Steaks;89,8573;5;Medium;03/24/2018 5:21;Unknown;True;108;Beverages
19;Tea - Earl Grey;22,5614;3;Medium;06/14/2017 22:39;Weak;True;94;Cereals
24;Beer - Alexander Kieths, Pale Ale;89,037;3;Medium;05/23/2017 3:36;Durable;True;65;Cereals
29;Spinach - Baby;33,5883;7;Low;08/06/2017 17:21;Durable;True;50;Meat
35;Water - Mineral, Natural;15,7233;6;Low;10/01/2017 15:36;Durable;True;97;Seafood
43;Sponge Cake Mix - Chocolate;16,3983;9;High;08/12/2017 13:40;Weak;True;96;Poultry
57;Sausage - Breakfast;12,2145;3;Low;11/03/2017 4:20;Unknown;True;103;Cereals
64;Vinegar - Sherry;16,5229;6;Low;08/05/2017 16:43;Unknown;True;94;Seafood
67;Wine - Sogrape Mateus Rose;3,7805;5;Low;09/30/2017 18:29;Unknown;True;108;Beverages
70;Squid - Tubes / Tenticles 10/20;63,1846;4;Low;05/08/2017 15:22;Weak;True;45;Dairy
90;Flavouring - Orange;69,32;9;High;04/30/2018 21:22;Unknown;True;37;Poultry
91;General Purpose Trigger;57,0429;6;High;05/02/2017 14:04;Durable;True;97;Seafood
114;Veal - Osso Bucco;79,5638;8;High;07/11/2017 15:13;Weak;True;93;Grain
116;Steam Pan - Half Size Deep;5,736;3;Low;12/31/2017 7:44;Weak;True;104;Cereals
124;Macaroons - Two Bite Choc;18,2891;4;Low;10/13/2017 22:41;Unknown;True;81;Dairy
141;Tea - Herbal Sweet Dreams;10,964;1;Low;01/19/2018 5:08;Durable;True;37;Confections
148;Beer - Sleemans Cream Ale;28,5553;11;Medium;04/19/2018 0:16;Durable;True;91;Produce
162;Sauce - Demi Glace;2,7353;11;Medium;12/08/2017 20:01;Weak;True;117;Produce
163;Tomatoes Tear Drop;11,7708;6;Low;10/07/2017 5:58;Unknown;True;116;Seafood
168;Milk - 2%;70,7419;6;Medium;01/03/2018 21:50;Unknown;True;29;Seafood
175;Oil - Safflower;91,7675;1;Low;10/12/2017 12:36;Weak;True;52;Confections
176;Smirnoff Green Apple Twist;81,3167;6;High;08/27/2017 17:09;Durable;True;90;Seafood
180;Chocolate - Dark;30,8932;3;Low;03/01/2018 0:44;Durable;True;27;Cereals
190;Cake - Cake Sheet Macaroon;39,7378;9;Medium;04/25/2018 18:46;Durable;True;93;Poultry
201;Grenadine;96,3871;8;Medium;03/01/2018 20:01;Weak;True;117;Grain
204;Scallop - St. Jaques;77,809;9;Medium;12/06/2017 16:40;Durable;True;5;Poultry
207;Coffee - Hazelnut Cream;14,2688;10;Medium;04/06/2018 19:58;Unknown;True;116;Snails
211;Wine - Prosecco Valdobiaddene;2,0587;9;Low;01/22/2017 17:07;Unknown;True;76;Poultry
212;Curry Paste - Madras;61,746;2;High;09/28/2017 6:53;Weak;True;97;Shell fish
213;Pate - Cognac;70,5891;10;High;03/23/2017 13:39;Weak;True;39;Snails
218;Barramundi;85,1933;8;High;04/15/2017 13:28;Weak;True;31;Grain
236;Tomato - Tricolor Cherry;85,694;1;Low;10/02/2017 0:56;Unknown;True;113;Confections
251;Oranges - Navel, 72;11,7087;5;Low;07/01/2017 3:39;Weak;True;7;Beverages
259;Veal - Eye Of Round;67,4367;7;High;04/10/2017 22:38;Unknown;True;71;Meat
272;Chocolate - Semi Sweet, Calets;68,1134;2;Low;08/01/2017 7:31;Weak;True;13;Shell fish
275;Corn Meal;50,146;1;Medium;02/03/2018 20:52;Durable;True;88;Confections
290;Sauce - Rosee;38,8037;1;Low;01/06/2017 16:18;Unknown;True;110;Confections
297;Hinge W Undercut;81,9003;3;Low;07/07/2017 13:28;Durable;True;120;Cereals
305;Pastry - Cheese Baked Scones;91,0997;8;Medium;02/10/2018 13:16;Weak;True;19;Grain
306;Pepper - White, Ground;43,5953;4;Low;04/08/2018 20:08;Durable;True;117;Dairy
309;Muffin Batt - Choc Chk;27,6344;11;Medium;03/09/2018 19:56;Durable;True;76;Produce
312;Salmon - Sockeye Raw;84,0645;1;Low;09/27/2017 16:52;Weak;True;54;Confections
314;Salmon Steak - Cohoe 8 Oz;5,6015;2;Medium;07/23/2017 12:09;Unknown;True;82;Shell fish
324;Apricots - Dried;87,9023;10;Low;03/04/2018 21:55;Durable;True;42;Snails
325;Halibut - Fletches;3,1657;5;Low;10/13/2017 23:28;Unknown;True;87;Beverages
328;Tuna - Salad Premix;96,8781;6;Medium;01/22/2017 14:12;Durable;True;35;Seafood
348;Pasta - Cheese / Spinach Bauletti;55,3683;10;Low;11/29/2017 11:06;Durable;True;54;Snails
353;Milk Powder;18,1191;8;Medium;03/04/2017 5:16;Weak;True;80;Grain
359;Rice - Long Grain;69,0327;11;High;01/21/2018 19:14;Durable;True;96;Produce
360;Wine - Hardys Bankside Shiraz;52,2407;10;Medium;01/04/2017 3:14;Durable;True;89;Snails
361;Coffee Decaf Colombian;36,4516;2;Medium;10/20/2017 11:54;Weak;True;71;Shell fish
365;Wine - Red, Harrow Estates, Cab;12,6274;7;Medium;01/23/2017 6:59;Weak;True;95;Meat
367;Bread - Italian Corn Meal Poly;63,8281;5;Medium;01/12/2018 11:26;Unknown;True;65;Beverages
369;Rambutan;87,1785;5;Medium;01/10/2017 3:10;Unknown;True;10;Beverages
375;Snapple Lemon Tea;83,1755;8;High;04/05/2017 12:13;Unknown;True;80;Grain
376;Pasta - Angel Hair;40,8126;11;High;09/26/2017 20:15;Durable;True;51;Produce
384;Fond - Neutral;56,5197;10;High;03/03/2018 22:30;Unknown;True;105;Snails
391;Bread - Bistro White;65,0908;1;Medium;01/24/2017 19:01;Unknown;True;72;Confections
392;Puree - Passion Fruit;98,8263;5;High;02/25/2018 13:36;Unknown;True;33;Beverages
394;Rum - Mount Gay Eclipes;50,1484;3;High;06/06/2017 13:59;Durable;True;76;Cereals
398;Wine - Wyndham Estate Bin 777;42,3632;11;High;11/05/2017 15:15;Weak;True;67;Produce
419;Pork - Belly Fresh;86,1338;3;Low;07/31/2017 5:29;Weak;True;8;Cereals
428;Wine - Ruffino Chianti;4,7235;7;Medium;02/25/2017 10:33;Unknown;True;48;Meat
